rf1,gwl1,rf2,gwl2,rf3,gwl3,rf4,gwl4,rf5,gwl5,rf6,gwl6,rf7,gwl7,rf8,gwl8,rf9,gwl9,rf10,gwl10,rf11,gwl11,rf12,gwl12,Inflow
64.62,7.1903963,12.35,8.462809,53.51,8.347457,30.25,8.319551,23.36,8.610518,0.0,9.691951,0.16,8.947075,0.0,8.954536,8.36,8.965008,0.0,9.18747,0.0,9.677034,0.0,9.484834,13.59466221851543
19.48,8.399201,4.88,8.910961,14.49,9.374891,6.35,8.740429,4.55,8.657336,0.0,9.667482,0.32,9.158881,0.0,8.962276,1.41,8.921208,0.0,9.217777,0.0,9.73619,0.0,9.459379,7.977481234361969
2.32,8.147957,0.44,8.880425,1.95,9.13431,1.18,8.837263,1.98,8.907499,0.0,9.094104,1.7,9.173146,0.0,8.964597,0.35,8.949628,0.0,9.249901,0.0,9.764588,0.0,9.433225,6.325410063942175
0.0,8.729493,0.0,9.049794,1.12,9.535979,1.17,9.116219,2.39,9.0567045,0.0,9.111564,9.28,9.822141,0.76,8.849315,0.0,8.881104,0.0,9.283754,0.0,9.790415,0.0,9.406389,5.795107033639145
21.11,9.391519,4.38,9.186217,22.65,9.917389,14.56,9.259849,0.23,8.805097,0.99,9.469239,4.48,9.716979,6.03,8.965298,1.69,8.818603,0.0,9.319358,0.0,9.8132305,0.0,9.379106,5.1007784264665
15.5,9.318853,3.2,9.130346,19.08,9.796642,11.08,9.220848,0.25,8.888668,0.0,9.197837,23.54,9.175025,7.53,8.90247,1.75,8.851157,0.0,9.356213,10.62,10.479689,0.0,9.351619,4.134000556018905
26.26,9.244567,5.85,9.139506,20.7,9.728044,9.97,9.205182,4.93,8.884964,0.0,9.20714,4.44,9.313771,0.34,8.951061,0.0,8.916722,0.0,9.394208,12.12,10.352494,3.42,9.429623,4.908256880733944
4.17,9.1628275,0.56,9.048388,2.74,9.519735,0.54,9.069525,1.39,8.826821,0.0,9.219297,9.69,9.342739,0.5,8.959302,0.0,9.028297,0.0,9.433009,1.1,10.117873,0.0,9.274084,3.159577425632472
0.13,9.094344,0.88,9.021519,1.4,9.508149,0.22,8.9947605,0.29,8.861387,20.17,8.4606285,15.33,8.998019,1.59,8.965899,0.0,9.123002,2.12,10.003302,1.06,10.251787,0.0,9.221418,3.65929941618015
3.84,9.125544,0.56,8.824164,9.95,9.598585,9.62,9.233188,0.1,8.933002,0.0,8.815152,9.69,9.056559,0.5,8.881836,0.0,9.262753,0.0,9.570192,0.0,10.275805,0.0,9.184713,3.2860717264386987
31.56,9.2096405,5.38,9.206236,16.22,9.630666,1.92,8.924504,9.06,9.275464,0.0,9.1585045,2.42,9.061048,0.12,8.796257,2.11,8.952297,0.0,9.572396,0.0,10.076563,0.0,9.170576,3.683625243258271
1.37,9.081811,0.26,8.805987,4.23,9.39624,2.17,8.836709,1.71,8.819979,0.0,9.397338,22.68,8.535763,1.17,8.855306,0.35,9.044391,0.0,9.580536,0.0,9.584921,0.0,9.260494,3.316652766194051
0.39,9.008687,0.0,8.73123,0.25,9.150615,0.52,8.730584,0.63,8.765332,0.0,9.505929,0.0,8.659798,0.0,8.795236,0.0,9.07975,0.0,9.597272,0.0,9.637232,0.0,9.234216,2.1538782318598835
1.88,8.973278,0.41,8.825331,1.59,9.049389,0.69,8.775053,0.0,8.783897,0.0,8.98097,0.0,8.975522,0.0,8.837618,0.0,9.153779,0.0,9.625321,1.6,9.798822,0.0,9.209136,2.5840978593272173
0.4,8.762052,0.0,8.934985,0.26,8.879545,0.0,8.969817,0.0,8.90683,0.0,9.000541,0.0,8.971594,0.0,8.872866,0.0,9.229249,0.0,9.6573,0.0,9.657906,0.0,9.185508,2.5820127884348074
2.15,8.965777,13.67,9.245024,1.98,9.06608,0.49,9.080651,0.62,9.181728,15.72,8.897993,5.51,9.115833,0.21,8.882713,0.0,9.351906,0.0,9.685552,0.57,9.652389,0.0,9.163577,3.151584653878232
11.21,9.255155,2.29,9.210387,9.06,9.416761,3.36,8.995859,3.67,9.006981,0.0,9.030184,1.45,8.82235,0.0,8.930586,0.0,9.3816805,0.0,9.709015,0.0,9.695848,0.0,9.143575,3.721156519321657
3.61,8.926408,0.68,9.163905,5.28,9.210134,4.68,9.0352,0.92,8.993402,0.0,9.207506,0.0,8.792323,0.0,8.944242,0.35,9.375071,0.0,9.727061,0.0,9.7221365,0.0,9.125717,2.0961912705031973
1.11,8.800301,0.15,9.096741,2.73,9.099541,3.55,9.013856,0.69,9.007669,0.0,9.317233,0.24,8.895327,0.0,8.961457,0.0,9.38351,0.0,9.739037,0.0,9.7877655,0.0,9.110202,3.703085904920767
1.18,8.789806,0.26,8.938015,0.75,8.99179,0.0,8.7841425,0.0,9.0490885,0.0,9.33294,0.0,9.02995,0.0,8.983391,0.0,9.421281,0.0,9.744432,0.0,9.815472,0.0,9.097218,2.837781484570476
6.64,9.07999,1.29,8.950873,4.35,9.155746,3.66,9.053394,6.63,9.457057,0.0,8.929666,0.32,9.281907,0.0,9.011929,1.26,9.280679,0.0,9.742919,0.0,9.856065,0.0,9.086932,3.7454823463997777
7.86,9.188295,1.7,8.93785,5.69,9.254251,1.69,8.921814,3.37,9.127857,0.0,8.945988,1.78,9.079909,0.0,9.03879,0.49,9.315981,0.0,9.734442,0.0,9.866243,0.0,9.079493,3.6294134000556015
7.72,9.240106,1.32,8.919729,6.01,9.351469,0.96,8.923671,2.04,9.067752,0.0,8.96421,18.24,9.348435,0.94,9.1070795,0.0,9.400681,0.0,9.719203,0.0,9.870629,0.0,9.075035,2.866277453433416
4.55,9.151923,0.24,8.871423,2.41,9.160035,0.88,8.997637,1.87,9.077082,0.0,8.984416,11.06,9.2583885,0.57,9.1219425,0.56,9.428386,8.49,10.073681,0.0,9.869325,3.98,8.885957,2.926049485682513
4.95,9.181216,1.12,8.949205,3.15,9.202357,0.27,9.033146,0.26,9.002564,0.0,9.006687,0.0,9.102515,0.0,9.106853,0.0,9.541554,0.0,9.89158,0.0,9.86268,0.0,8.910735,4.280650542118432
11.96,9.40698,2.18,9.13214,8.85,9.707553,4.04,9.129963,4.84,9.366538,0.55,9.145233,11.26,9.254648,4.82,9.943281,2.71,9.578316,0.82,9.754671,3.28,9.752366,14.83,9.040487,3.7989991659716433
25.85,9.380979,5.77,9.559344,24.52,9.950194,21.03,9.776049,27.61,9.830945,1.92,9.644401,15.61,9.004657,19.96,9.08483,15.64,10.18845,5.09,10.012295,22.48,9.364369,8.4,9.419835,5.638726716708368
8.55,9.354054,2.41,9.4482565,18.02,9.929901,23.87,9.621469,3.51,9.724996,3.46,9.689203,22.71,8.293475,25.35,7.404902,8.05,10.204754,0.0,9.833837,0.0,9.468544,0.0,8.753655,3.026827912149013
15.33,9.351575,3.23,9.526676,11.04,9.864186,3.08,9.444631,1.79,9.711911,1.72,9.666479,0.0,8.44636,0.0,7.753657,0.6,9.812022,2.87,9.783345,0.0,9.775928,0.0,9.07742,2.8940783986655543
8.91,9.329324,2.0,9.485481,6.57,9.783533,0.92,9.4575,1.94,9.720189,0.0,9.5865345,3.8,8.962984,0.36,8.390196,1.83,10.08161,1.45,9.710557,8.1,10.44716,8.58,9.693437,4.464831804281346
28.6,9.259747,5.7,9.581866,28.26,9.800218,19.27,9.637851,33.35,9.549373,0.0,9.520341,1.13,9.024745,0.12,8.986624,13.28,9.997507,0.0,9.693484,0.0,10.061059,0.0,9.468921,3.607172643869891
28.74,9.150767,5.91,9.542059,20.58,9.73105,8.7,9.601066,11.16,9.684296,0.0,9.324959,0.0,8.939732,0.0,9.267031,3.23,10.0217905,0.0,9.498981,0.0,10.104689,0.0,9.485743,4.2347789824854045
10.89,9.139565,2.0,9.486235,8.28,9.626336,4.26,9.511509,5.61,9.593315,0.0,9.135007,0.65,8.981321,0.14,8.939076,1.76,9.977411,0.0,9.452471,0.0,9.927698,0.0,9.385986,3.812204614956909
19.26,9.126164,4.43,9.537798,13.83,9.66602,3.65,9.499443,3.88,9.587476,0.0,9.138978,1.87,8.894291,0.16,8.958858,1.37,9.987155,0.0,9.533923,0.0,9.760459,0.0,9.282502,5.73394495412844
16.24,9.102125,2.73,9.506609,14.13,9.634577,12.3,9.607183,14.46,9.67471,0.0,9.1756,0.73,9.009445,0.0,8.996972,3.86,10.103726,0.0,9.593865,0.0,9.830381,0.0,9.344078,5.4107589658048365
15.94,9.082588,4.35,9.521864,15.38,9.588166,11.18,9.567129,9.61,9.609471,0.0,9.214594,0.0,9.108292,0.0,9.03736,3.69,10.03304,0.0,9.559941,0.0,9.851255,0.0,9.31054,3.7545176536002223
0.81,8.992798,0.0,9.257689,0.0,9.344315,0.18,9.337247,0.12,9.397476,0.0,9.255782,0.0,9.188255,0.0,9.080737,0.0,9.573637,0.0,9.52594,0.0,9.864704,0.0,9.277623,4.081873783708646
3.61,9.0569105,1.49,9.297535,3.66,9.360854,3.82,9.4382515,3.13,9.449184,0.0,9.298886,0.0,9.282274,0.0,9.132422,0.88,9.483197,0.0,9.493306,0.0,9.870548,0.0,9.24599,7.167083680845148
19.85,9.0899725,3.5,9.545848,21.46,9.573468,19.17,9.579785,9.77,9.654791,0.0,9.343508,0.0,9.383944,0.0,9.190586,2.99,9.97673,0.36,9.201197,0.0,9.868878,0.0,9.215666,5.927161523491799
29.53,9.058582,5.67,9.606317,26.85,9.511628,16.82,9.509262,7.06,9.600508,0.0,9.389108,0.81,9.331869,0.0,9.251269,2.11,9.787698,0.0,9.356149,0.0,9.8602495,0.0,9.187297,9.524603836530444
54.69,8.398644,17.71,9.039496,37.44,9.283727,19.22,9.386604,21.11,9.606315,0.82,9.748199,4.85,9.603509,0.36,9.31658,6.64,10.35404,1.27,8.850682,0.0,9.84565,0.0,9.161293,9.933277731442868
26.95,8.662715,5.3,9.245892,24.55,9.240179,16.05,9.308462,8.33,9.589853,0.0,9.545304,0.32,9.009294,0.0,9.384899,2.67,10.237624,0.0,9.120923,0.0,9.826462,0.0,9.138039,16.878648874061717
42.56,8.031471,6.64,9.206484,34.08,8.916943,31.24,8.536078,36.33,8.780285,0.0,9.567337,0.0,9.087652,0.0,9.465268,11.87,10.3426285,1.43,8.776435,0.0,9.804019,0.0,9.117897,28.097720322490964
63.16,7.471483,11.44,8.831972,50.19,8.153069,33.15,8.042193,26.8,8.567059,0.0,9.5876045,3.55,9.586176,0.18,9.525075,8.43,10.293273,2.15,8.77958,0.0,9.781371,0.0,9.101189,21.58951904364748
44.02,7.70189,13.9,8.320423,51.12,7.8091106,46.98,7.325865,24.06,8.429456,0.79,9.885403,0.26,9.160555,0.54,9.590853,7.56,10.199342,0.0,8.99475,0.0,9.759941,0.0,9.088281,25.558798999165965
75.58,7.3762136,19.4,7.665704,79.71,7.212515,64.37,6.9402146,36.48,7.6869273,0.89,9.99958,1.45,9.266545,0.0,9.650429,11.52,9.819752,0.0,9.001428,0.0,9.741676,0.0,9.079307,27.37211565193217
56.44,7.5712323,11.12,8.065126,61.28,7.289294,51.92,7.0310264,30.41,7.6825476,0.0,9.80285,0.81,9.319676,0.0,9.698838,9.94,9.68843,0.85,8.763362,0.0,9.728974,0.0,9.074487,27.853767028078952
38.47,7.9095926,11.87,8.024716,38.93,7.6911244,36.41,7.3520527,28.08,7.839611,1.11,10.1134205,4.61,10.132174,0.46,9.64713,8.92,9.684707,0.85,8.771925,0.0,9.723417,0.0,9.074147,21.077981651376145
56.19,7.8469167,13.65,7.9487605,54.71,7.592503,43.43,7.386514,34.4,7.640266,1.15,10.164323,2.84,9.858676,0.49,9.628783,11.89,9.304475,0.0,9.11187,0.0,9.729952,0.0,9.079812,21.293438976925216
49.27,8.01185,12.68,8.114775,52.47,7.741007,44.74,7.5058284,21.37,8.17242,0.0,9.955086,0.81,9.624624,0.0,9.718485,6.95,9.482109,0.0,9.181134,0.0,9.739694,0.0,9.08595,25.244648318042813
70.6,7.789592,21.7,7.708404,74.7,7.6183968,67.21,7.143281,58.15,7.3676996,1.27,10.122756,1.13,9.592645,0.0,9.71083,19.49,8.239362,0.0,9.267173,0.0,9.755194,0.0,9.09641,32.59035307200445
72.94,7.625961,21.34,7.7016044,62.74,7.784554,39.53,7.6162944,27.44,7.8835993,0.0,9.926842,1.45,9.613093,0.0,9.705198,9.91,8.815889,0.0,9.41298,0.0,9.777072,0.0,9.106078,23.368084514873505
34.65,8.01501,9.02,8.201485,39.23,8.120894,31.81,7.856893,31.69,7.907081,0.0,9.773372,0.65,9.631399,0.0,9.718202,11.77,8.596572,0.36,9.236379,0.0,9.798948,0.0,9.115622,30.0006950236308
110.01,6.9246287,28.76,7.534941,87.81,7.55532,53.39,7.456286,71.73,7.251776,1.84,10.131788,6.67,10.50602,5.07,9.824809,28.8,7.227835,1.07,8.940413,0.0,9.820175,0.0,9.12335,36.76675006950236
72.21,7.0047784,16.37,7.9110265,62.54,7.8254294,47.99,7.4806848,54.79,7.2663846,0.61,9.934051,3.07,10.161415,0.16,9.587484,21.08,7.253409,0.36,9.047286,0.0,9.844486,0.0,9.131743,33.89352237976092
46.38,7.442406,12.05,8.150476,51.14,8.067784,43.39,7.637579,23.57,7.7578645,0.29,9.838923,0.16,9.945791,0.0,9.510201,7.17,8.123602,0.72,8.933796,0.0,9.871735,0.0,9.140636,26.1683347233806
34.28,7.724363,8.11,8.466607,31.4,8.290139,21.23,7.824502,7.08,8.406417,0.0,9.767167,0.0,9.808794,0.0,9.42012,1.51,8.013263,0.0,9.204592,0.0,9.902826,0.0,9.150351,22.0982763413956
22.03,7.9032054,4.78,8.788397,20.74,8.563849,7.69,8.528698,6.27,8.853939,0.0,9.680078,35.12,9.255073,1.92,9.294296,1.93,8.689984,0.0,9.286995,0.0,9.935775,0.0,9.160729,18.573811509591327
14.78,8.27852,3.24,9.008432,12.57,8.860295,3.48,9.072031,3.36,9.213561,0.0,9.620041,31.4,7.7119985,1.67,9.26538,0.53,8.906857,0.0,9.417485,0.0,9.969909,0.0,9.171574,13.977620239088129
2.51,8.927998,0.44,9.279145,1.87,9.262347,0.61,9.09543,2.41,9.281131,0.0,9.6089115,4.52,8.527095,0.23,9.296749,1.19,8.811621,0.42,9.202462,3.58,9.088922,5.93,8.78922,12.896163469557967
22.58,8.030281,4.11,9.09554,16.69,8.869484,9.72,8.66761,7.94,9.199332,3.85,10.080095,1.66,8.515967,0.64,9.15641,3.38,8.881012,1.39,8.967481,18.24,8.50571,2.57,8.747388,12.136502641089796
6.44,8.5817375,1.44,9.281408,6.7,9.165483,1.7,9.239819,0.61,9.34318,0.15,9.876492,20.83,8.291798,4.23,9.367331,0.42,8.782365,1.46,8.878968,12.05,9.076576,2.92,8.794213,10.079927717542397
20.71,8.144344,4.52,9.151754,17.54,8.959733,7.42,8.963539,5.8,9.22801,0.0,9.794939,2.26,9.033208,0.69,9.28012,1.76,8.819208,0.72,8.926584,3.68,9.116141,3.83,8.8968725,10.203641923825412
21.31,8.097667,3.44,9.172083,18.85,8.892727,14.23,8.664084,19.49,9.090266,0.0,9.680818,6.05,9.401721,0.31,9.261438,6.5,8.958836,0.36,9.015734,0.0,8.282476,3.83,8.964813,11.525576869613566
4.29,8.793484,0.88,9.293663,8.7,9.091694,1.43,9.174978,0.13,9.258183,0.0,9.572069,43.99,7.411552,2.32,9.182492,0.0,8.794856,0.0,9.1740885,0.0,8.899956,0.0,8.97375,7.25187656380317
0.0,9.046622,0.0,9.356701,0.0,9.311576,0.0,9.349913,0.0,9.268996,0.0,9.555163,0.0,7.741424,0.0,9.310517,0.59,8.759566,0.81,8.939653,2.49,9.305428,7.92,9.198206,7.47150403113706
2.12,9.1220875,0.48,9.420251,5.47,9.264958,3.82,9.255294,1.84,9.252761,1.2,9.546192,19.93,8.108261,5.73,9.453146,2.2,8.850202,1.63,8.878809,11.55,9.944363,0.0,9.015206,9.370308590492078
50.27,8.479694,27.22,8.670453,59.04,8.921375,57.15,8.387295,23.51,9.122366,7.78,10.1448,44.16,7.117823,45.41,8.251551,24.37,8.600806,12.2,8.901581,11.13,10.081331,15.54,9.219806,10.574089519043648
14.06,8.313036,4.43,8.958116,25.3,8.824169,26.64,8.767133,8.91,9.10263,19.67,8.410275,59.28,6.792454,44.43,6.5655584,15.61,8.449475,0.0,8.791482,0.74,9.697617,0.0,9.04046,10.941757019738672
7.78,8.675762,3.31,9.040931,4.76,9.20718,1.85,9.2233715,0.15,9.208866,0.89,8.943632,15.21,7.2478585,11.61,6.8892508,1.0,8.408038,0.0,8.953628,0.0,9.831237,0.0,9.27935,10.930636641645815
43.9,8.657157,21.93,8.52101,36.68,8.949036,19.42,8.619483,48.48,8.71782,16.9,7.491873,37.61,6.947662,18.88,6.7975216,24.22,7.764615,2.86,8.820501,37.66,7.866327,0.91,9.45358,15.240478176257993
22.65,8.342002,3.81,8.858037,32.45,8.888294,40.45,8.559223,24.95,8.8579855,4.19,8.761518,30.72,7.0031605,23.87,6.798957,13.88,8.081314,4.3,8.944805,51.77,6.5884485,0.0,9.491247,33.74339727550737
118.68,7.1802764,20.49,8.585549,84.83,8.202181,53.29,7.981157,60.21,7.891171,1.71,8.844382,14.34,7.3602934,10.96,7.4659843,26.58,7.623748,21.14,8.530776,4.85,7.105851,1.92,9.403944,32.79608006672227
43.77,7.875007,8.82,8.613283,39.51,8.575844,30.79,8.279844,46.86,7.817987,0.0,9.356113,18.11,8.150549,4.84,8.268414,17.26,7.909248,0.36,8.53845,1.1,7.2434216,0.0,9.366366,34.546149569085344
107.84,6.3600006,25.63,7.921951,83.34,7.656734,53.19,7.3565726,46.03,7.53467,5.51,9.612115,17.0,8.24159,5.67,8.632309,16.02,7.9676337,2.02,9.228669,4.08,7.9896646,5.55,9.697598,65.25437864887405
106.46,5.895364,28.17,7.2926736,114.16,6.63989,105.41,5.9933996,104.46,6.337505,10.78,8.961403,10.95,8.420502,6.31,8.87218,39.21,7.180717,4.9,9.774449,1.68,8.73198,5.05,9.914591,50.27314428690576
46.35,6.2374463,10.16,7.3637447,49.98,7.165866,41.6,6.165219,23.24,6.485047,0.28,9.072394,8.65,8.424615,0.84,8.983754,9.07,7.6870723,3.25,9.852621,0.79,8.955894,0.22,9.768839,40.19669168751738
41.75,6.7923384,7.09,7.7797923,45.73,7.5211477,40.95,6.3393154,30.45,7.1478324,0.0,9.239487,4.2,8.644752,0.22,9.006138,10.19,8.256293,0.0,9.862459,0.0,8.821964,0.0,9.7570915,42.68487628579372
66.46,6.650155,13.53,8.2276,76.27,7.073745,70.35,5.7179594,62.91,6.530523,0.29,9.356898,3.71,8.677249,0.19,8.971944,22.66,8.121543,0.36,9.778816,0.0,8.791237,0.0,9.668356,60.60745065332222
76.25,6.447654,18.19,8.200037,73.08,7.0445905,52.68,5.811405,57.72,6.376569,0.0,9.272133,5.01,8.641035,0.43,8.928143,21.84,8.06857,0.0,9.685091,0.0,8.89616,0.0,9.501923,51.71531832082291
23.95,6.783441,4.96,7.976788,23.99,7.316544,19.44,6.301439,12.2,6.991355,0.0,8.925587,1.13,9.101363,0.0,9.025069,4.14,8.701152,0.79,9.491851,0.0,8.981796,0.0,9.515046,37.2365860439255
10.07,7.547779,2.06,8.479147,8.64,8.388745,4.13,8.207341,5.71,8.328766,0.0,8.946228,0.0,9.432891,0.0,9.054267,2.35,9.044232,0.0,9.622988,0.0,9.017936,0.0,9.501123,23.93522379760913
28.71,7.1917562,9.51,7.7308908,25.67,7.580234,14.57,6.8049073,3.52,8.55863,0.0,8.966669,0.0,9.81874,0.0,9.057946,1.12,9.218158,0.0,9.624987,0.0,9.017457,0.0,9.480228,19.681679177092025
4.96,7.374164,1.51,8.332443,3.32,8.246341,1.45,7.326046,0.14,8.233102,0.0,8.990017,0.0,10.213983,0.0,9.05574,0.0,9.287822,0.0,9.640674,0.0,9.01829,0.0,9.45855,11.984987489574644
0.72,7.355017,0.15,8.607268,0.83,8.271254,0.56,7.2519565,0.0,9.068519,0.0,9.012695,0.0,10.478032,0.0,9.057991,0.0,9.820114,0.0,9.6442995,0.0,9.020511,0.0,9.436214,9.686544342507643
0.0,7.745579,0.0,8.995524,0.0,8.767725,0.0,8.227205,0.0,10.0180645,0.0,9.037981,0.0,10.478194,0.0,9.040634,0.0,10.197912,0.0,9.674937,0.0,9.024184,0.0,9.413366,7.985126494300806
0.0,8.516145,0.0,9.539263,0.0,9.361537,0.0,9.096129,0.0,10.449939,0.0,9.063657,0.0,10.42462,0.0,9.024474,0.0,10.336391,0.0,9.66218,0.0,9.02957,0.0,9.390145,7.600083402835697
0.0,9.98142,0.0,10.58583,0.0,10.308007,0.0,10.21959,1.34,10.441572,0.0,9.093757,0.0,10.368547,0.0,9.0095625,0.56,10.234886,0.0,9.648657,0.0,9.036303,0.0,9.366705,6.095357242146232
0.41,10.218263,0.0,10.701336,0.25,10.422165,0.0,10.366966,0.0,10.492788,0.0,9.120703,0.0,10.310978,0.21,8.954484,1.17,9.918407,7.58,9.8027725,7.89,9.315925,6.32,9.582967,6.669446761189882
16.66,7.7049675,3.67,9.035098,10.95,8.838517,2.88,9.840851,12.06,8.449617,0.0,9.149729,0.73,10.104179,0.11,8.940685,4.68,9.175214,1.38,9.677461,8.68,9.229924,1.79,9.4687,6.450514317486794
3.13,8.430149,0.68,9.674677,3.46,9.338228,1.51,9.804022,1.19,9.158952,0.0,9.179769,7.35,9.158103,0.83,8.837509,0.28,9.404121,2.55,9.766185,7.61,9.150176,0.0,9.527116,5.615095913261051
0.0,8.871274,0.0,9.880422,0.0,9.605868,0.0,9.976938,0.0,9.4408,0.0,9.211585,0.0,9.350352,0.0,8.862386,0.0,9.479653,0.0,9.789197,0.0,9.057846,0.0,9.448828,6.023074784542676
9.38,8.2034025,1.38,9.613673,20.06,8.537893,23.52,7.436962,12.41,8.5210285,0.0,9.244631,0.0,9.4047,0.0,8.875232,4.46,9.178329,0.0,9.71712,0.0,9.156452,0.0,9.355475,13.09633027522936
49.2,7.626977,9.13,8.783436,40.03,8.325998,34.76,7.5999336,40.35,8.344216,0.0,9.279237,2.21,9.236369,5.28,9.014848,14.6,9.121017,3.22,9.792316,0.0,9.090195,0.0,9.337866,13.67528495968863
23.91,7.3522606,3.76,8.856499,24.04,8.100675,26.91,7.899272,38.82,8.507641,0.0,9.315243,0.81,9.333537,0.0,8.867046,14.05,9.053459,9.67,10.282647,0.0,8.848052,0.0,9.372245,17.238671114817905
12.34,7.5377665,2.61,8.995614,12.14,8.326796,8.7,7.596116,10.99,8.189362,0.0,9.351363,0.61,9.584622,1.72,8.963844,4.6,9.0202875,0.0,10.000206,0.0,9.029383,3.42,9.474057,13.021267723102584
18.52,7.4278326,3.62,8.923574,22.41,8.168701,17.17,7.4379625,3.56,8.917921,0.55,9.560256,2.77,9.126388,0.84,8.9278145,1.3,9.197163,0.0,10.02975,3.61,9.314282,0.75,9.263971,12.484709480122325
54.59,8.22534,18.47,8.807979,39.35,8.504268,9.97,7.28695,14.91,7.9762993,7.79,10.22518,33.96,8.772114,9.32,8.990352,20.57,8.832179,7.91,10.437986,108.86,3.1462255,7.08,9.742558,14.340422574367528
24.93,7.7053823,5.12,8.607203,34.18,8.414798,35.21,7.9163537,32.42,8.42801,10.44,9.443677,7.42,8.990061,13.78,8.849727,17.93,8.738779,1.8,10.24629,1.6,7.070752,14.05,9.919233,16.542257436752852
16.39,7.5459685,3.55,8.775701,13.72,8.278413,13.82,7.203866,17.0,7.8975034,2.51,9.665773,3.86,9.043796,0.7,8.826184,8.48,8.823467,1.3,10.2066765,4.77,7.0626197,0.57,9.679223,12.372115651932166
9.42,7.8536863,32.18,7.8275065,4.81,8.888242,2.48,8.308891,6.9,8.206527,21.39,7.2111716,4.52,9.064543,4.82,8.912783,4.87,8.915047,11.54,10.47555,2.21,7.826078,18.95,9.413489,14.327217125382262
32.08,7.7817273,27.12,7.3835106,47.34,8.5640135,33.23,7.8872485,30.39,8.432928,22.55,6.726503,143.63,1.9243401,57.48,7.298945,41.69,7.4132676,43.18,7.400168,34.0,7.228247,62.95,6.9113216,14.4759521823742
43.8,8.120267,11.06,7.6017127,35.23,8.439796,25.13,7.891622,26.72,8.406951,3.89,7.5216985,10.08,6.0663104,23.54,7.230278,17.8,8.053942,0.0,7.6611724,0.0,8.822483,0.0,7.1133857,10.186961356686128
25.52,7.705448,5.8,7.764508,24.96,8.194479,16.3,7.33071,10.24,7.953408,7.24,7.6885543,8.82,6.275992,5.01,7.5176015,7.03,8.1047535,4.79,8.981415,1.81,9.028296,20.67,7.0880933,9.953433416736171
5.8,8.343155,8.57,8.029981,6.25,8.805543,5.49,7.852238,10.76,7.855357,12.98,7.388486,6.55,6.8609824,3.53,8.073466,3.94,8.701444,0.0,8.680734,1.0,9.160364,1.1,7.4508457,9.037392271337223
12.41,7.649243,4.03,8.178894,11.33,8.42873,4.22,7.982527,3.92,8.528479,0.58,8.028373,5.81,7.8797727,0.3,8.43188,0.67,9.223356,0.0,9.469504,0.0,9.233483,0.0,8.139784,10.850013900472616
12.19,7.7135987,2.36,8.3221,9.32,8.632331,4.98,7.906447,39.72,8.312038,8.52,8.557706,11.28,7.708671,2.42,9.105082,33.38,8.117986,13.75,9.508605,34.3,8.39418,24.05,8.256051,14.02210175145955
45.44,7.993446,15.41,8.203251,52.99,8.528863,51.27,7.699272,38.2,8.413818,0.75,8.730681,39.49,7.860953,16.53,9.06884,17.34,8.5159855,34.07,7.3920035,6.06,8.764246,14.95,8.200133,17.02599388379205
19.93,7.5752606,3.27,8.115913,19.25,8.224993,15.79,7.459594,14.13,7.960057,0.0,8.9293,25.35,7.9042478,1.42,9.148098,3.72,8.643322,0.0,7.8274913,14.72,8.631039,0.0,8.482498,17.613983875451765
30.27,7.9533124,6.6,7.7792196,24.61,8.290515,16.34,7.5444984,38.73,8.281867,0.0,8.974087,0.94,9.038725,0.0,9.213184,14.86,8.549376,0.0,8.332477,2.1,8.889097,0.0,8.777913,14.46344175701974
43.56,8.401533,9.32,7.909087,40.79,8.65734,27.19,8.163931,29.32,8.180921,0.0,8.934892,0.73,8.943242,0.0,9.210903,10.82,8.343635,0.0,8.812292,0.0,9.17262,0.0,8.925088,17.907978871281625
52.43,8.301813,11.4,8.189743,50.93,8.648249,35.08,8.213452,33.58,8.1653185,0.0,8.966157,0.0,8.563191,0.0,9.196813,11.8,8.381317,0.0,9.080077,0.0,9.237732,0.0,8.874121,21.93772588268001
43.39,8.284163,9.47,7.979386,38.96,8.604027,24.15,8.041265,23.59,8.027845,0.0,8.981389,0.0,8.731822,0.0,9.400394,8.08,8.078699,0.0,8.918262,0.0,9.305443,0.0,8.8718815,14.847094801223244
36.9,8.177344,7.4,7.8826556,26.56,8.36385,10.71,7.6401815,20.52,7.911475,0.0,8.964243,0.0,10.648741,0.0,9.431524,7.73,8.054594,0.0,8.91952,0.0,9.74913,0.0,8.866267,13.147762023908813
17.88,7.8356915,2.88,8.27103,13.12,8.422797,8.44,7.6235375,4.75,8.367364,0.0,8.948093,0.0,10.736181,0.0,9.390728,1.37,8.790811,0.0,8.92177,0.0,9.846287,0.0,8.861965,11.341395607450655
3.8,8.727733,0.41,8.792353,1.58,9.093821,0.31,8.50877,0.95,8.508006,0.0,8.932999,2.1,9.999019,0.11,9.321556,0.0,8.935923,0.0,8.925124,0.0,9.808681,0.0,8.858694,9.46969696969697
0.51,8.612016,0.12,8.942265,0.33,9.078343,0.58,8.53856,0.37,8.4928465,0.72,8.845074,0.0,10.42581,0.0,9.295746,0.0,9.222891,0.0,8.929711,11.17,9.094721,0.0,8.856891,8.97623019182652
0.0,8.770395,0.0,9.554487,0.0,9.397921,0.0,9.371679,0.0,9.199311,0.0,8.847854,0.0,10.489679,0.0,9.259551,0.0,9.919384,0.0,8.935235,0.0,9.270264,0.0,8.856304,6.344870725604671
