rf1,gwl1,rf2,gwl2,rf3,gwl3,rf4,gwl4,rf5,gwl5,rf6,gwl6,rf7,gwl7,rf8,gwl8,rf9,gwl9,rf10,gwl10,rf11,gwl11,rf12,gwl12,Inflow
14.14,8.874493,40.36,7.3634987,17.98,8.904822,22.87,8.836996,73.83,9.057455,24.58,7.534015,19.55,8.867838,18.36,8.906366,39.97,7.7391925,51.25,7.7374506,7.41,8.985822,4.05,9.082321,1.9384209063108149
17.28,9.127698,3.74,8.07736,11.24,8.9183,0.86,9.23109,3.36,8.987024,1.1,8.5942335,4.31,8.887034,2.3,9.003832,2.6,8.257281,13.44,8.195877,0.9,9.101593,2.37,9.070349,1.6805671392827355
3.88,8.96808,2.85,8.370959,15.01,9.112167,18.05,9.171206,13.34,10.130125,2.78,8.066998,24.81,8.440163,14.29,8.581626,10.22,8.576015,1.31,8.583564,3.39,9.045208,0.1,9.047639,0.7902418682235195
0.0,9.344498,1.92,8.612945,0.24,9.227804,0.71,8.832281,7.55,10.016487,3.26,7.9146657,0.61,8.591206,0.59,8.648775,6.04,8.714107,5.71,8.688926,7.86,8.969653,3.78,9.02788,2.280372532666111
1.33,9.453732,0.36,8.854239,1.44,9.453064,2.11,9.107584,2.11,9.837553,1.1,8.313043,3.16,8.881735,0.27,8.897698,0.39,8.550224,0.0,8.991466,0.0,9.076113,0.0,9.005615,1.2044759521823745
4.88,8.88814,5.81,9.060623,6.15,8.915424,3.84,8.980785,0.31,10.003819,12.67,8.20189,19.2,8.832831,3.4,9.033673,0.69,8.918356,0.93,9.226889,1.5,9.046368,0.0,8.9536,0.8583541840422575
1.55,9.75025,11.92,9.010967,6.24,8.913065,3.6,9.001476,44.56,9.578123,22.73,7.326514,45.81,7.549255,4.35,9.021521,21.46,8.672602,8.29,9.056425,9.84,8.970084,7.53,8.950164,2.2970530998053937
2.26,9.588768,14.29,8.6921835,11.63,9.021191,14.46,9.141901,49.94,7.954168,17.68,6.918669,53.22,7.0433283,27.02,8.006865,47.33,7.2057915,33.56,8.240231,43.47,7.578858,46.2,7.6975904,1.5693633583541842
3.09,9.270475,5.13,8.846382,5.22,9.110218,1.2,9.437136,8.49,8.922136,10.58,6.8473167,26.4,7.207889,3.63,8.625462,4.68,7.9240346,14.09,8.517994,0.81,8.36207,5.38,8.457076,3.0726994717820406
0.0,10.290639,1.26,8.739988,0.35,9.723119,0.7,9.612144,6.7,9.044653,0.82,8.015983,1.55,8.320303,0.6,8.565005,3.08,8.022398,2.55,8.748558,0.12,8.523915,1.22,8.468475,2.6932165693633587
0.36,10.531429,0.0,8.851107,2.09,9.501981,3.23,9.107248,1.79,9.039702,0.0,8.838745,0.54,8.566448,2.1,8.878714,2.86,8.370354,3.32,8.883849,3.63,8.931212,2.07,8.797382,1.8425076452599387
0.0,10.858606,0.0,8.848196,0.0,10.221968,0.0,10.0269575,0.0,9.512465,0.0,7.97872,0.0,9.160509,0.0,8.925635,0.0,8.757191,0.0,9.193583,0.0,9.099678,0.0,8.998579,1.3921323324993051
0.0,11.084787,0.0,8.940377,0.0,10.82678,0.0,10.926349,0.0,8.899712,0.0,8.101606,0.0,9.3181925,0.0,8.793309,0.0,8.859883,0.0,9.273699,0.0,9.17189,0.0,9.038775,0.7269947178204057
0.0,11.276861,0.0,9.295989,0.0,11.128344,0.0,11.161215,0.0,9.110003,0.0,9.248514,0.0,10.13581,0.0,8.827916,0.0,9.135613,0.0,9.359604,0.0,9.187044,0.0,9.031706,1.1919655268279123
0.0,11.30229,0.0,9.353309,0.0,11.205809,0.0,11.345782,0.0,9.327798,0.0,9.454676,0.0,10.151998,0.0,8.868972,0.0,9.372216,0.0,9.432029,0.0,9.206374,0.0,9.029517,0.6998887962190714
0.0,11.3368,0.0,9.343474,0.0,11.318882,0.0,11.597409,0.0,9.406384,0.0,9.518824,0.0,10.112579,0.0,8.946713,0.0,9.487598,0.0,9.520205,0.0,9.330109,0.0,9.041584,1.0460105643591884
0.0,11.352213,0.0,9.337083,0.0,11.335924,0.0,11.626118,0.0,9.44937,0.0,9.573768,0.0,10.05233,0.0,8.942884,0.0,9.456274,0.0,9.461343,0.0,9.278765,0.0,9.004578,0.4190992493744788
0.0,11.368006,0.0,9.334584,0.0,11.3529825,0.0,11.654817,0.0,9.499725,0.0,9.618682,0.0,9.992643,0.0,8.942768,0.0,9.428239,0.0,9.400707,0.0,9.230026,0.0,8.970522,1.0932721712538227
0.0,11.384398,0.0,9.3366995,0.0,11.370048,0.0,11.68369,0.0,9.560691,0.0,9.653064,0.0,9.934074,0.0,8.946738,0.0,9.402016,0.0,9.334657,0.0,9.183828,0.0,8.938781,0.4246594384209063
0.0,11.40116,0.0,9.343981,0.0,11.387158,0.0,11.712356,0.0,9.6271105,0.0,9.675917,0.0,9.87713,0.0,8.95503,0.0,9.382913,0.0,9.283288,0.0,9.146844,0.0,8.914139,1.8244370308590487
0.0,11.41897,0.0,9.3574295,0.0,11.404738,0.0,11.741632,0.0,9.700848,0.0,9.687358,0.0,9.822028,0.0,8.96812,0.0,9.36737,0.0,9.233495,0.0,9.113292,0.0,8.893073,0.5991103697525716
0.0,11.436387,0.0,9.378084,0.0,11.422178,0.0,11.7712,0.0,9.782796,0.0,9.687188,0.0,9.768901,0.0,8.987202,0.0,9.356014,0.0,9.187802,0.0,9.084939,0.0,8.87682,0.5115373922713372
0.0,11.454486,0.0,9.4074135,0.0,11.43989,0.0,11.800481,0.0,9.867353,0.0,9.67554,0.0,9.71893,0.0,9.010922,0.0,9.349033,0.0,9.143506,0.0,9.060207,0.0,8.864874,0.4239644147901028
0.0,11.47324,0.0,9.447313,0.0,11.45804,0.0,11.830553,0.0,9.959532,0.0,9.652753,0.0,9.671625,0.0,9.040523,0.0,9.346958,0.0,9.103617,0.0,9.041826,0.0,8.858196,0.3363914373088685
0.0,11.493428,0.0,9.504464,0.0,11.477348,0.0,11.862483,0.0,10.060696,0.0,9.617559,0.48,9.559447,0.0,9.077449,0.0,9.349946,0.0,9.066593,0.0,9.028289,0.0,8.85635,0.2488184598276341
0.0,11.514667,0.0,9.575128,0.0,11.49699,0.0,11.894818,0.0,10.174578,0.0,9.574988,0.0,9.542439,0.0,9.123281,0.0,9.359461,0.0,9.032803,0.0,9.019984,0.0,8.859756,0.1786210731164859
0.0,11.533122,0.0,9.644001,0.0,11.515089,0.0,11.925865,0.0,10.282496,0.0,9.5288315,0.0,9.514912,0.0,9.171899,0.0,9.375524,0.0,9.001543,0.0,9.017476,0.0,8.869418,0.4170141784820683
0.0,11.552472,0.0,9.729814,0.0,11.534592,0.0,11.960524,0.5,10.284723,0.0,9.471425,0.0,9.488723,0.0,9.236756,0.21,9.389084,0.0,8.97478,0.0,9.022384,0.0,8.885434,0.6915485126494301
0.0,11.570884,0.0,9.821012,0.0,11.553339,0.0,11.990095,0.0,10.434027,0.0,9.420461,0.24,9.441063,0.0,9.286936,0.0,9.403892,0.0,8.955674,0.0,9.032694,0.0,8.905619,1.378231859883236
0.0,11.589676,0.0,9.923428,0.0,11.57193,0.0,12.019049,0.0,10.526127,0.0,9.36788,0.0,9.437176,0.0,9.34239,0.0,9.443314,0.0,8.939988,0.0,9.050739,0.0,8.933386,1.4623297192104534
0.0,11.608925,0.0,10.038204,0.0,11.590782,0.0,12.047665,0.0,10.615733,0.0,9.313795,0.0,9.419151,0.0,9.397469,0.0,9.488145,0.0,8.928806,0.0,9.072813,0.0,8.964131,1.5686683347233803
0.0,11.628883,0.0,10.167338,0.0,11.610836,0.0,12.078371,0.0,10.705955,0.0,9.258443,0.0,9.404316,0.0,9.4550905,0.0,9.543099,0.0,8.921377,0.0,9.102234,0.0,9.001555,0.8785098693355573
0.0,11.648961,0.0,10.3000965,0.0,11.630215,0.0,12.107222,0.0,10.801872,0.0,9.204824,0.0,9.392955,0.0,9.513436,0.0,9.609545,0.0,8.918189,0.0,9.138473,0.0,9.044844,0.7527105921601334
0.0,11.669665,0.0,10.440518,0.0,11.650253,0.0,12.13679,0.0,10.881377,0.0,9.152287,0.0,9.391121,0.0,9.57115,0.0,9.679013,0.0,8.919404,0.0,9.183095,0.0,9.094902,1.1308034473172088
0.0,11.690914,0.0,10.584828,0.0,11.670898,0.0,12.167222,0.0,10.958012,0.0,9.101865,0.0,9.384607,0.0,9.626722,0.0,9.760338,0.0,8.9254465,0.0,9.236839,0.0,9.15193,0.3794829024186822
0.0,11.712613,0.0,10.730526,0.0,11.692167,0.0,12.198234,0.0,11.031647,0.0,9.053318,0.0,9.383422,0.0,9.677555,0.0,9.854497,0.0,8.936778,0.0,9.300311,0.0,9.2158375,0.4948568251320545
0.0,11.736973,0.0,10.883135,0.0,11.715481,0.0,12.231298,0.0,11.102525,0.0,9.008762,0.0,9.388703,0.0,9.721614,0.0,9.962728,0.0,8.954327,0.0,9.3772545,0.0,9.286471,0.6984987489574643
0.0,11.757735,0.0,11.010469,0.0,11.736528,0.0,12.262546,0.0,11.168008,0.0,8.970094,0.0,9.401269,0.0,9.756219,0.0,10.080938,0.0,8.978029,0.0,9.454488,0.0,9.360114,0.815957742563247
0.0,11.779245,0.0,11.14052,0.0,11.758386,0.0,12.294599,0.0,11.229794,0.0,8.935299,0.0,9.42331,0.0,9.779443,0.0,10.209943,0.0,9.0084305,0.0,9.536471,0.0,9.4353695,0.8076174589936058
0.0,11.801727,0.0,11.241854,0.0,11.780827,0.0,12.327767,0.0,11.289215,0.0,8.907551,0.0,9.456639,0.0,9.789923,0.0,10.357597,0.0,9.051824,0.0,9.626111,0.0,9.512405,0.5184876285793717
0.0,11.825527,0.0,11.347734,0.0,11.805862,0.0,12.363998,0.0,11.35029,0.0,8.883657,0.0,9.508842,0.0,9.785259,0.0,10.51519,0.0,9.100764,0.0,9.712854,0.0,9.58149,0.9598276341395608
0.0,11.843949,0.0,11.422316,0.0,11.825851,0.0,12.39308,0.0,11.39439,0.0,8.868873,0.0,9.561093,0.0,9.770096,0.0,10.644478,0.0,9.1451,0.0,9.771074,0.0,9.623141,0.3565471226021685
0.0,11.862772,0.0,11.492652,0.0,11.846171,0.0,12.421937,0.0,11.434016,0.0,8.859225,0.0,9.625176,0.0,9.746414,0.0,10.760433,3.94,9.986338,0.0,9.813108,0.0,9.647417,1.1301084236864054
0.0,11.881557,0.0,11.559393,0.0,11.866347,0.0,12.449182,0.0,11.47205,0.0,8.854123,0.65,9.598503,0.21,9.575393,0.0,10.86655,0.0,9.411833,0.0,9.843332,0.0,9.658876,1.1523491798721155
0.0,11.900621,0.0,11.624204,0.0,11.886915,0.0,12.476603,0.0,11.508987,0.0,8.853915,0.82,9.58849,0.54,9.329315,0.0,10.96959,1.79,9.809836,0.0,9.862753,0.0,9.661309,1.9446761189880457
7.63,9.460926,16.11,8.988569,5.43,9.541584,0.39,12.257645,0.0,11.544935,27.1,7.6382146,19.33,10.217791,2.71,9.414775,0.37,10.797028,1.07,9.768643,0.0,9.870637,0.0,9.654422,0.4795663052543786
2.58,9.757734,17.48,8.834396,1.59,10.423838,0.0,12.445845,0.0,11.580412,14.5,7.4044394,1.62,10.113884,0.3,9.266728,0.0,11.075837,23.29,9.15311,0.0,9.867176,0.0,9.637805,0.1209341117597998
1.93,9.936916,0.44,8.397382,1.24,10.536178,0.0,12.491091,1.67,10.559904,0.0,7.621415,0.0,10.122562,0.0,9.28905,0.7,10.55553,0.0,9.348668,0.0,9.853494,0.0,9.611627,0.7763413956074506
0.0,10.745311,0.0,8.720166,0.0,11.123272,0.0,12.537373,0.0,11.310534,0.0,8.001116,0.0,10.078042,0.0,9.269038,0.0,11.075121,0.0,9.621933,0.0,9.831815,0.0,9.576181,0.3211009174311927
2.44,9.904644,0.56,9.359816,1.58,10.614025,0.0,12.581212,0.0,11.40531,0.0,8.573376,0.0,9.742175,0.0,9.317324,0.0,11.196102,0.0,9.807604,0.0,9.803725,0.0,9.53269,1.34070058381985
0.18,11.095394,0.0,9.91795,0.0,11.50918,1.49,11.634514,27.14,8.888208,0.0,8.925562,0.0,9.964776,0.0,9.529081,11.38,9.434345,0.0,9.829635,0.0,9.771634,0.0,9.472336,0.9403669724770642
0.0,11.439931,0.0,10.957811,0.0,11.695803,0.29,12.153976,0.19,9.131114,0.0,8.88573,0.0,10.155991,0.0,9.539616,0.0,9.627374,0.0,9.189013,0.0,9.7521305,0.0,9.427001,0.952877397831526
0.0,11.650377,0.0,11.111057,0.0,11.831415,0.0,12.36867,0.0,9.456738,0.0,8.870059,0.0,10.316609,0.0,9.521824,0.0,9.705432,0.0,9.233686,0.0,9.735735,0.0,9.379549,0.6887684181262163
0.0,11.751318,0.0,11.223261,0.0,11.899014,0.0,12.466967,0.0,9.656846,0.0,8.859939,0.0,10.482811,0.0,9.510821,0.0,9.765876,0.0,9.281939,0.0,9.726234,0.0,9.331678,0.3919933277731443
0.0,11.92716,0.0,11.364573,0.0,12.0106735,0.0,12.56669,0.0,9.869992,0.0,8.854382,0.0,10.6530285,0.0,9.507706,0.0,10.07752,0.0,9.333368,0.0,9.723346,0.0,9.284908,0.8361134278565473
0.0,11.959461,0.0,11.441774,0.0,12.03464,0.0,12.72319,0.0,11.594717,0.0,8.8537655,0.0,10.8286495,0.0,9.513533,0.0,11.522951,0.0,9.388171,0.0,9.727925,0.0,9.238653,0.3975535168195719
0.0,11.981974,0.0,11.52054,0.0,12.058784,0.0,12.7748,0.0,11.644513,0.0,8.858948,0.0,10.994204,0.0,9.528929,0.0,11.586695,0.0,9.443772,0.0,9.740187,0.0,9.1976795,0.1174589936057826
0.0,12.001583,0.0,11.583205,0.0,12.08188,0.0,12.806395,0.0,11.680912,0.0,8.870356,0.0,11.134886,0.0,9.562837,0.0,11.654833,0.0,9.506194,0.0,9.762325,0.0,9.158387,0.4339264201649522
0.0,12.021552,0.0,11.642363,0.0,12.102638,0.0,12.829468,0.0,11.715726,0.0,8.884831,0.0,11.243147,0.0,9.588096,0.0,11.711299,0.0,9.558235,0.0,9.790686,0.0,9.129834,0.7503938467241219
0.0,12.042126,0.0,11.706353,0.0,12.125341,0.0,12.854355,0.0,11.749908,0.0,8.905101,0.0,11.350945,0.0,9.618357,0.0,11.762531,0.0,9.602128,0.0,9.824024,0.0,9.107354,1.0668612732832916
0.0,12.061458,0.0,11.764839,0.0,12.145263,0.0,12.876102,0.0,11.786154,0.0,8.93079,0.0,11.440471,0.0,9.654533,0.0,11.814961,0.0,9.638744,0.0,9.866986,0.0,9.092213,0.3947734222963581
0.0,12.079742,0.0,11.813089,0.47,11.955689,2.05,11.554193,3.04,9.713753,0.0,8.953482,0.16,11.378598,5.78,8.806587,3.29,9.194232,1.07,9.705966,0.0,9.912674,0.0,9.08087,0.7534056157909369
0.0,12.097322,0.0,11.8620405,0.0,12.111792,0.0,12.492786,0.0,11.165882,0.0,8.979331,0.0,11.543,0.0,9.174144,0.0,10.482031,0.0,9.682491,0.0,9.957559,0.0,9.075749,0.6095357242146233
10.69,9.651806,3.4,9.263558,13.17,9.544536,13.31,9.478231,9.73,9.018283,0.0,9.008246,4.03,9.203255,16.15,8.568922,15.42,8.82958,46.08,8.050199,9.5,8.831716,21.6,8.689025,0.7393313872671672
22.11,9.050861,4.88,8.808955,18.01,9.024492,4.03,9.68407,2.52,9.049513,0.0,9.04084,11.8,9.001916,1.18,8.584134,1.18,8.793618,0.79,8.217223,0.0,9.115106,0.0,8.726364,0.8691270503197109
0.0,9.961891,0.0,9.63338,0.0,10.188253,0.0,10.981941,0.0,9.932683,0.0,9.07743,0.0,9.2883005,0.0,8.602086,0.0,9.091578,0.0,8.639577,0.0,9.182555,0.0,8.944664,0.9989227133722548
0.0,10.215475,0.0,9.749643,0.1,10.348503,0.4,10.951767,0.0,10.289848,0.0,9.117758,0.28,9.334256,1.41,8.901086,0.44,9.3387985,0.29,9.386228,0.0,9.18544,0.0,9.117145,1.1287183764247986
0.0,10.358004,0.0,10.049958,0.0,10.495874,0.0,11.341682,0.0,10.715524,0.0,9.161981,0.0,9.489999,0.0,9.076161,0.0,9.642227,0.0,9.823846,0.0,9.173999,0.0,9.201379,3.783708646093968
0.0,10.700463,0.0,10.980116,0.0,11.023632,0.0,12.285147,0.0,11.680359,0.0,9.2099695,0.0,10.029544,0.0,9.162094,0.0,11.431265,0.0,9.191819,0.0,9.93289,0.0,9.242311,1.5408673894912428
0.0,11.844912,0.0,11.985159,0.0,11.961726,0.0,12.641042,0.0,11.942536,0.0,9.262393,0.0,11.722542,0.0,9.284903,0.0,11.697421,0.0,9.233961,0.0,9.986532,0.0,9.213541,0.1765360022240756
0.0,11.864073,0.0,12.044329,0.0,11.984335,0.0,12.678948,0.0,11.983643,0.0,9.321942,0.0,11.832675,0.0,9.3464,0.0,11.777396,0.0,9.274642,0.0,10.038197,0.0,9.186044,1.384487072560467
0.0,11.882548,0.0,12.104203,0.0,12.009104,0.0,12.731905,0.0,12.025715,0.0,9.371637,0.0,11.966024,0.0,9.507646,0.0,11.901119,0.0,9.317937,0.0,10.094173,0.0,9.161779,0.7374200722824577
0.0,11.901403,0.0,12.166815,0.0,12.028266,0.0,12.753298,0.0,12.068863,0.0,9.421217,0.0,12.060485,0.0,9.510001,0.0,11.952595,0.0,9.361132,0.0,10.151531,0.0,9.140202,2.6167639699749787
0.26,11.793877,0.0,12.231857,0.17,11.973344,0.0,12.774613,0.6,11.712885,0.0,9.470436,0.0,12.161501,0.0,9.516506,0.0,12.006151,0.0,9.405662,0.0,10.212971,0.0,9.121359,0.922991381706978
8.98,9.485236,1.73,9.875454,14.09,9.40032,11.93,9.585477,11.68,9.117062,0.0,9.518039,15.43,8.784351,2.28,8.907769,4.96,9.2978115,0.14,9.447449,0.32,9.951441,0.0,9.10534,0.8847650820127884
0.64,10.437376,0.15,11.191074,0.41,10.416927,0.0,11.076415,0.0,10.167328,0.0,9.562545,0.0,9.469693,0.0,9.066094,0.0,10.068421,0.0,9.493894,0.0,10.197084,0.0,9.092376,0.4197942730052821
0.0,10.826856,0.0,11.585967,0.0,10.680899,0.0,11.209484,0.0,10.348958,0.0,9.602283,0.0,9.729543,0.0,9.121591,0.0,10.372818,0.0,9.539146,0.0,10.293553,0.0,9.082672,0.9424520433694746
0.1,11.002918,0.0,11.848713,0.0,10.905615,0.0,11.432173,0.0,10.660976,0.0,9.635616,0.0,9.8802,0.0,9.201975,0.0,10.774219,0.0,9.582757,0.0,10.397756,0.0,9.076413,1.3309702529886018
0.65,10.983226,0.0,12.120028,3.33,9.804135,4.45,9.667178,0.0,11.146452,0.0,9.660374,0.0,10.176079,0.0,9.3131275,0.0,11.253631,0.0,9.623414,0.0,10.501986,0.0,9.0737505,0.8222129552404781
0.0,11.762478,0.0,12.563434,0.0,11.4974165,0.0,11.759101,0.0,12.2179,0.0,9.675059,0.0,12.323715,0.0,9.597252,0.0,12.227426,0.0,9.661189,0.0,10.64019,0.0,9.074857,0.9917987211565192
0.0,11.842835,0.0,12.671692,0.0,11.627439,0.0,11.941508,0.0,12.270003,0.0,9.678257,0.0,12.445686,0.0,9.629389,0.0,12.293799,0.72,9.645082,0.0,10.726078,0.0,9.079812,1.1224631637475675
0.0,11.883689,0.0,12.752331,2.15,10.709092,6.13,9.716018,4.14,9.756106,0.0,9.669,5.56,9.78768,17.61,8.554052,7.7,8.982182,1.43,9.845888,0.0,10.815661,0.0,9.088708,0.9549624687239368
0.36,11.75113,0.0,12.834593,0.27,11.411658,0.54,10.940374,0.27,11.217953,0.0,9.646928,1.25,9.731107,1.64,8.742904,1.91,9.049724,5.97,10.415709,1.09,10.180427,11.05,8.929208,0.9271615234917988
0.0,11.92667,0.0,12.918215,0.0,11.752706,0.0,11.575087,0.0,11.574967,0.0,9.612416,0.0,10.702677,0.0,8.637604,0.0,10.040358,0.0,10.184581,0.0,10.544699,0.0,8.928029,0.899360578259661
0.0,11.956741,0.0,13.006866,0.0,11.840408,0.0,11.820198,0.0,11.824237,0.0,9.562533,0.0,11.170463,0.0,8.89024,0.0,10.204069,0.0,10.054382,0.0,10.706759,0.0,8.971004,2.010703363914373
0.89,11.539861,0.0,13.087452,0.78,11.567278,2.97,10.146891,6.58,9.621574,0.0,9.511887,1.19,10.610399,8.31,9.224519,5.51,8.924771,0.0,9.876083,0.0,10.863688,0.0,8.971105,1.3448707256046706
0.0,11.8683605,0.0,13.169002,0.0,11.955671,0.0,11.978015,0.0,11.0955715,0.0,9.455353,0.0,12.287224,0.0,9.143584,0.0,10.148165,0.0,9.718107,0.0,11.026346,0.0,8.91976,0.6790380872949681
0.0,11.934546,0.0,13.255766,0.0,12.013013,0.0,12.159212,0.0,11.388338,0.0,9.392205,0.0,12.717905,0.0,9.156314,0.0,10.51049,0.0,9.743855,0.0,11.29765,0.0,9.074749,0.6567973311092578
0.0,11.978876,2.02,11.306629,0.5,11.827844,0.78,11.774032,0.0,11.695183,0.79,9.091427,0.0,12.942455,0.53,8.9699335,0.19,10.679216,0.0,9.736215,0.0,11.382359,0.0,9.078768,0.6345565749235474
0.0,12.023829,0.0,12.479805,0.0,12.020524,0.75,11.769695,4.99,9.718603,0.0,9.188289,0.0,13.1511345,0.88,8.861838,2.31,9.3011055,0.0,9.720857,0.0,11.467226,0.0,9.085461,1.020989713650264
0.0,12.095305,0.0,12.754496,0.0,12.097387,0.69,11.952452,0.34,11.323256,0.0,9.136967,0.0,13.442472,0.53,8.920102,0.19,11.074405,0.0,9.692269,0.0,11.55452,0.0,9.095451,0.9368918543230472
0.22,12.00615,0.0,12.979459,0.0,12.128405,0.43,12.061578,0.27,11.531795,0.0,9.118237,0.0,13.553133,0.0,9.1642885,0.0,11.520866,0.0,9.66769,0.0,11.630239,0.0,9.107719,0.3078954684459271
0.0,12.086584,0.0,13.194883,0.0,12.158583,0.0,12.363984,0.0,11.913558,0.0,9.109427,0.0,13.669065,0.0,9.216229,0.0,11.828432,0.0,9.643853,0.0,11.707175,0.0,9.122064,0.8354184042257438
0.0,12.102993,0.0,13.558327,0.0,12.19858,0.0,12.514127,0.0,12.186138,0.0,9.155593,0.0,13.76165,0.0,9.317207,0.0,12.150886,0.0,9.6174345,0.0,11.786062,0.0,9.139635,1.166944676118988
0.34,11.956898,1.63,12.018333,0.0,12.211369,0.0,12.635347,2.07,11.2794895,27.47,9.502082,8.71,10.350673,3.16,8.954033,0.49,12.047293,0.0,9.591658,0.0,11.850314,0.0,9.15826,1.4748401445649153
1.63,11.258354,0.35,12.554583,3.03,10.791495,3.63,10.42562,13.65,9.323251,0.0,8.29846,12.46,10.12327,7.97,9.142716,8.1,9.137968,0.12,9.48045,9.38,9.811981,0.0,9.17944,2.085070892410342
3.03,10.3603735,0.96,11.895164,4.4,9.907825,6.51,9.693136,4.02,9.525759,5.77,9.825178,4.94,10.104413,12.07,9.240916,5.17,9.127091,0.5,9.213444,6.51,9.913522,0.0,9.204876,0.0180706144008896
18.24,9.115323,7.74,9.914114,16.96,9.126702,9.13,9.249863,1.67,10.105221,1.84,9.604801,4.56,10.012077,1.51,9.07909,0.9,9.606875,0.0,9.395654,0.0,9.832183,0.0,9.242248,2.1100917431192663
38.73,8.914078,18.11,9.411821,30.51,9.104334,28.53,8.981441,19.18,9.253589,22.73,7.463926,50.73,11.993078,67.91,6.823994,28.71,9.556123,3.39,9.228657,0.0,10.038594,0.0,9.256384,0.0111203780928551
0.96,8.62086,0.0,8.531833,2.89,9.013046,7.01,9.042491,55.5,10.20943,0.0,8.342999,7.64,12.231503,5.22,7.4874735,23.95,9.760241,2.74,9.132715,2.7,9.587251,1.95,8.973289,0.9869335557408953
0.37,9.070365,0.5,9.087689,0.17,9.508741,1.05,8.749348,19.42,10.285849,0.0,8.996451,0.0,7.258844,0.0,7.1873937,16.69,9.50478,9.91,9.701222,7.71,9.433549,40.13,9.876424,0.4934667778704475
5.81,8.952351,1.32,9.392626,3.9,9.269618,0.22,9.414266,0.0,7.1311564,0.0,9.660824,0.0,7.6073675,0.0,7.7904534,0.0,7.559071,0.0,9.363887,0.0,9.615063,0.0,7.9601583,0.5587989991659716
0.39,9.804349,0.15,10.255245,0.56,9.982895,2.71,9.248229,28.32,8.908727,1.1,9.978237,0.28,8.564215,3.86,9.131352,12.4,9.461477,0.0,9.488251,0.0,9.698294,0.0,8.209813,0.7763413956074506
0.8,10.342009,0.39,11.138898,1.61,10.299709,3.51,8.96431,10.86,9.489485,0.0,9.23094,9.74,9.219844,2.46,9.331533,4.2,9.914076,0.0,9.533359,0.0,9.703098,0.0,8.721163,0.1403947734222963
0.0,10.835207,0.0,11.75459,0.0,11.084585,0.0,10.7028475,0.0,9.024142,0.0,9.233246,0.0,9.583393,0.0,9.094155,0.0,9.907415,0.0,9.420829,0.0,9.675304,0.0,9.256281,0.0486516541562413
0.18,10.977021,0.0,12.080551,1.0,10.807277,0.89,10.426143,0.0,9.73465,0.0,9.238793,2.74,9.054347,0.14,9.040878,0.0,10.229294,0.0,9.625733,0.0,10.368295,0.0,9.455843,0.6811231581873783
2.2,10.305063,0.0,12.445239,3.33,9.850627,4.45,8.881702,0.0,9.950897,0.0,9.247561,0.0,9.604479,0.0,8.953821,0.0,9.993503,0.0,9.608229,0.0,10.391458,0.0,9.438347,0.0764525993883792
0.94,10.680523,3.65,9.823548,6.56,8.921539,6.79,8.818167,6.28,9.647123,10.96,9.785546,14.45,9.647015,0.87,9.013432,2.63,9.7861395,0.0,9.590237,3.04,9.44619,0.0,9.420527,1.7688351403947733
8.84,8.99113,16.67,8.708896,10.63,8.826737,8.36,8.736103,1.74,9.811009,2.42,9.799801,3.31,9.577724,0.17,8.947205,0.49,9.816721,0.0,9.572103,0.0,9.598737,0.0,9.402451,1.1738949124270224
0.0,10.166914,0.0,8.491859,1.07,9.729395,4.18,8.866307,0.23,10.228083,0.0,9.630184,0.59,9.632407,12.81,9.367964,4.56,10.422918,0.0,9.5537,0.0,9.66277,0.0,9.384191,1.960661662496525
2.42,9.428494,0.44,8.924624,3.81,9.113482,5.45,8.766928,20.55,10.091137,0.0,9.7190695,0.24,9.7355795,0.0,9.279506,8.32,10.538908,0.0,9.535391,0.0,9.768056,0.0,9.365818,0.8256880733944955
2.05,9.575219,0.26,9.365362,4.49,8.982135,5.63,8.765877,0.4,9.985579,0.0,9.70638,0.0,9.769526,0.0,9.303508,1.84,10.329493,0.81,9.086488,1.84,9.326564,0.36,9.221961,0.4121490130664442
0.0,10.467239,0.0,9.849759,0.0,10.183148,0.29,9.700378,0.0,10.082335,0.0,9.149527,0.0,10.726893,0.88,9.312037,0.31,10.241611,0.0,9.353982,0.0,9.713105,0.0,9.298904,1.3712816235752014
0.63,10.742797,0.0,11.809312,2.17,9.830844,2.5,9.100013,0.45,10.002518,0.0,9.119522,2.42,9.456596,0.12,9.17726,0.0,10.039463,0.0,9.360092,0.0,9.810036,0.0,9.286323,2.2414512093411183
3.3,9.518947,0.34,11.420055,12.92,8.887239,21.36,9.003507,2.46,9.69245,0.0,9.145153,9.59,9.758921,26.75,8.40062,9.86,10.505633,0.0,9.370773,0.0,9.926109,0.0,9.274689,0.8625243258270779
20.15,8.7821865,4.55,9.20911,14.83,8.768379,3.95,8.994536,4.54,9.548984,0.0,9.172327,5.71,9.823195,8.37,8.75604,23.44,9.263232,10.41,9.395077,18.81,8.6196995,10.12,9.65215,2.137197664720601
0.0,9.711359,0.0,10.022118,1.81,9.3792,12.02,9.293623,32.42,10.079903,0.0,9.2005825,5.76,10.001902,24.52,7.3366637,21.89,7.9373417,5.08,9.619681,1.75,8.718058,5.43,9.87812,1.1738949124270224
1.49,9.45893,0.29,9.934063,3.78,9.095574,14.38,9.517366,9.43,10.42713,0.0,9.230297,1.22,9.857326,36.96,6.9285274,16.86,7.661699,8.0,9.848643,1.15,8.699471,9.15,10.117683,1.677787044759522
